ds,yhat,yhat_lower,yhat_upper,raw_data,status
2023-04-06 21:41:00,94325.6694003316,0.0,190917.14290938017,86219.33333,normal
2023-04-06 21:43:00,87517.4196113316,0.0,189216.5551529704,87059.53333,normal
2023-04-06 21:45:00,80805.13552004486,0.0,173421.01366344967,114845.3833,normal
2023-04-06 21:47:00,74994.38151697471,0.0,163237.1602481429,122180.05,normal
2023-04-06 21:49:00,70752.57693440194,0.0,163990.7158363379,75519.05,normal
2023-04-06 21:51:00,68535.39370491385,0.0,167004.51269339578,118405.4,normal
2023-04-06 21:53:00,68540.90503095099,0.0,166231.211742139,107866.3167,normal
2023-04-06 21:55:00,70695.74929652439,0.0,162743.5380811394,104180.9833,normal
2023-04-06 21:57:00,74673.70605958832,0.0,172253.3865409116,90670.95,normal
2023-04-06 21:59:00,79943.30765092123,0.0,161911.37785987166,68458.9,normal
2023-04-06 22:01:00,85837.85984297039,0.0,185825.4870110506,74708.28333,normal
2023-04-06 22:03:00,91638.87500461908,0.0,188432.8322893089,70529.41667,normal
2023-04-06 22:05:00,96662.67443624708,0.0,190734.15227765293,95703.53333,normal
2023-04-06 22:07:00,100339.89950527596,2915.649289353479,189376.14796843944,73148.88333,normal
2023-04-06 22:09:00,102278.84716786726,3152.6932483830296,192631.2347071108,83797.28333,normal
2023-04-06 22:11:00,102305.73777864978,0.0,193341.9380988408,98205.65,normal
2023-04-06 22:13:00,100477.94914993062,0.0,192072.77038742515,94314.1,normal
2023-04-06 22:15:00,97069.54319084612,6197.577495554486,191947.2545397579,77825.23333,normal
2023-04-06 22:17:00,92531.68076878371,0.0,187586.32969388447,61887.78333,normal
2023-04-06 22:19:00,87433.38402794854,0.0,177780.72000858784,63233.36667,normal
2023-04-06 22:21:00,82390.24241869862,0.0,173511.04802163085,95172.96667,normal
2023-04-06 22:23:00,77989.84187836276,0.0,174643.7017642794,66656.68333,normal
2023-04-06 22:25:00,74722.81505323347,0.0,163451.78873191398,77529.15,normal
2023-04-06 22:27:00,72927.4818886444,0.0,175302.1451385552,69961.75,normal
2023-04-06 22:29:00,72754.21183560186,0.0,172208.81868378771,61892.61667,normal
2023-04-06 22:31:00,74153.13422448467,0.0,173775.77343464136,83622.66667,normal
2023-04-06 22:33:00,76885.96287431286,0.0,171152.6930257321,68289.96667,normal
2023-04-06 22:35:00,80559.83189165898,0.0,168789.72131521095,68786.48333,normal
2023-04-06 22:37:00,84678.49755787573,0.0,181144.3185707194,76724.98333,normal
2023-04-06 22:39:00,88704.33890590974,0.0,186233.23622862704,57881.91667,normal
2023-04-06 22:41:00,92123.49420841338,1741.637674921388,185872.8759590937,73604.93333,normal
2023-04-06 22:43:00,94506.31089755592,4262.645168993498,192318.28047830096,65364.65,normal
2023-04-06 22:45:00,95556.05654413716,4780.971478073219,189165.9891707098,90244.21667,normal
